ID,VISTAS,TITULO ACTUAL,NUEVO TITULO,ALTERNATIVA 2,ALTERNATIVA 3,NUEVA DESCRIPCION,KEYWORDS
6bQ7s4j16O4,3388602,¿Tienes esta X en la mano? Descubre su SIGNIFICADO ✋🔮 | Quiromancia y Lectura de Manos,X en la palma de la mano: los egipcios ya sabían su significado,X en ambas manos: el estudio que analizó 2 millones de palmas,"Si tienes una X en ambas manos, nadie podrá mentirte jamás","¿Tienes una X en la palma de la mano? Esa pequeña marca entre las líneas de tus palmas carga un significado que civilizaciones enteras intentaron descifrar, y que hoy muy pocos saben leer.

La quiromancia es un método muy antiguo, utilizado por los egipcios y los griegos para conocer el destino de una persona. El último gran registro histórico de esta práctica aparece en la era de Alejandro Magno: sus consejeros reales sugirieron que sería el líder más grande de su tiempo porque tenía dos equis claramente visibles en ambas manos. Siglos después, circula en internet la historia de una supuesta investigación rusa que habría estudiado a más de dos millones de personas para entender el vínculo entre esta letra y el destino — un relato viral que analizamos en el video, y entre quienes portan la marca en ambas manos figuran nombres como Abraham Lincoln y Vladimir Putin.

Según esta lectura de manos, quienes tienen la X en ambas palmas no necesitan planificar para tener éxito: su destino toma la forma de un ciclo único de energía que los convierte en personas fuera de lo común. Son doblemente conscientes de todo y perciben las intenciones desde lejos, por eso no se les puede mentir ni traicionar; un mentiroso jamás tendrá éxito frente a ellos, señala el portal Sendero Saludable. El estudio también les atribuye una fuerza física notable aunque no lo aparenten, menor propensión a las enfermedades transmisibles, propiedades proféticas y la capacidad de cambiar su vida, y la de otros, en un instante. Y hay algo más: estas personas no serán olvidadas después de su muerte.

Mira tus manos ahora mismo. Si encuentras esa marca entre tus líneas, este video te va a interesar más de lo que imaginas.

Suscríbete a El DoQmentalista para más documentales de misterio, ocultismo y enigmas que la historia prefirió callar.

#Quiromancia #LecturaDeManos #Misterio","el doqmentalista, documentales de misterio en español, x en la palma de la mano, significado de la x en la mano, x en ambas manos, quiromancia, lectura de manos, líneas de la mano, destino en las manos, señales en las palmas, alejandro magno, quiromancia egipcia, letra x en la palma, misterio, ocultismo, esoterismo, videos de misterio"
3F8-bs389Ws,3378228,"ATERRADORES Arcangeles de la Biblia, seres LETALES, servidores, mensajeros y El libro de Enoc","Arcángeles de la Biblia: no protegen, ejecutan órdenes letales",El Libro de Enoc: el texto rechazado donde un ángel entierra vivo a un demonio,Ángel de la muerte: la Biblia registró 185 mil muertes en una noche y lo olvidamos,"Los arcángeles de la Biblia no son los querubines dulces del arte renacentista. Son guerreros del cielo, mensajeros implacables y, cuando reciben la orden, verdugos capaces de aniquilar ejércitos enteros en una sola noche.

La primera referencia a los siete arcángeles aparece en el Libro de Enoc, un texto de tradiciones judías ampliamente rechazado por las iglesias. Ahí se relata cómo el arcángel Rafael, bajo órdenes divinas, ató de pies y manos al demonio Azazel, lo arrojó a un agujero en el desierto y lo enterró vivo bajo rocas ásperas, cubierto de tinieblas hasta el día del gran juicio. En ese mismo libro, Uriel denuncia las uniones entre ángeles caídos y mujeres humanas que engendraron a los nefilim, la raza de gigantes cuya existencia condujo al gran diluvio que limpió la tierra.

Las historias siguen un patrón inquietante. Gabriel dejó mudo a Zacarías por dudar del anuncio del nacimiento de Juan el Bautista. Samael, llamado el ángel de la muerte, intentó asesinar a Jacob cuando aún estaba en el vientre de su madre, y solo la intervención de Miguel lo impidió. Durante el reinado del rey David, un ángel destructor extendió su mano sobre Jerusalén y fue el propio Dios quien lo detuvo. Y en el año 701 antes de Cristo, el ángel del Señor aniquiló a 185 mil hombres del ejército de Senaquerib en una sola noche, una matanza mayor que la de los primogénitos de Egipto en la Pascua. La lista cierra con Jofiel, el guardián del árbol del conocimiento que expulsó a Adán y Eva del Edén con su espada de fuego; con Azrael, el ángel de la muerte del islam, descrito con cuatro caras, cuatro mil alas y el cuerpo cubierto de ojos; y con Miguel luchando contra el diablo por el alma de Moisés, según relata la epístola de Judas.

Este documental recorre doce episodios donde los arcángeles estuvieron muy lejos de ser criaturas de calma: desde la rebelión de Lucifer y su caída como Satanás, hasta la carnicería entre los ejércitos de Miguel y Belial, el príncipe del reino de la maldad.

Si te apasionan los misterios de la Biblia y los textos que las iglesias prefirieron apartar, suscríbete a El DoQmentalista para más documentales de este calibre.

#Arcangeles #LibroDeEnoc #MisteriosDeLaBiblia","el doqmentalista, documentales de misterio en español, arcangeles de la biblia, libro de enoc, angel de la muerte, arcangel miguel, arcangel rafael, azazel demonio, nefilim gigantes, samael angel de la muerte, arcangel gabriel, arcangel uriel, guerra en el cielo, lucifer caida, textos apocrifos, misterios de la biblia, seres celestiales, angeles reales de la biblia, documental biblico"
HmZixkFiqB0,3306327,Hombre Encuentra Una Sirena En La Playa Y Habla Con Ella - El DoQmentalista,Sirena Varada: La Historia Completa Del Pacto De Los 3 Deseos,Sirenas: La Advertencia De Los Pescadores Que Un Anciano Ignoró,Sirena Le Habló A Un Anciano Y Le Reveló Secretos Del Mar,"Una sirena varada en la playa le suplicó ayuda a un anciano, y lo que le ofreció a cambio marcó a su familia durante generaciones. Esta es una de las leyendas de sirenas más antiguas de Cornualles, y comienza hace unos 400 años en la costa cercana a Lizard Point, una región de acantilados, calas escondidas y pescadores que juraban conocer los peligros del mar.

El protagonista era un anciano que vivía en una casa de campo en el pequeño pueblo de Cury. Un día de verano, con la marea baja, caminaba por la arena cuando descubrió a una hermosa mujer de cabello dorado llorando sobre una roca, dentro de una poza que la marea había dejado atrás. Al acercarse comprendió que era una sirena. Había quedado aislada de su esposo y sus hijos, dormidos en una cueva cercana, y le confesó un detalle escalofriante: si su marido despertaba hambriento y no la encontraba, levantaría una tormenta con su furia y podría devorar a sus propios hijos.

El anciano la cargó sobre su espalda hasta el mar, y ella le concedió tres deseos. Él no pidió oro ni plata: pidió el poder de hacer el bien, romper maleficios, curar enfermedades y encontrar objetos robados. La sirena le entregó un peine de su cabello dorado y le enseñó secretos del mar: cómo deshacer hechizos de brujas, cómo preparar un vaso de agua capaz de revelar el rostro de un ladrón y el poder curativo de las algas y las hierbas. El hombre se convirtió en un curandero famoso y transmitió ese conocimiento, junto con el peine mágico, a sus hijos. El lugar del encuentro aún se conoce como la Roca de las Sirenas, y el folclore de Cornualles asegura que esta criatura marina solo se muestra ante quienes realmente creen.

Un relato documentado del folclore británico, entre el misterio, la magia y las leyendas de pescadores que se niegan a morir.

Suscríbete a El DoQmentalista para más documentales de misterio, leyendas y enigmas del mar en español.

#Sirenas #Cornualles #Leyendas","el doqmentalista, documentales de misterio en español, sirenas, sirena en la playa, leyenda de la sirena, sirenas de cornualles, roca de las sirenas, leyendas de pescadores, criaturas marinas, folclore britanico, historias de sirenas, misterios del mar, seres mitologicos, mitos y leyendas, leyendas antiguas, casos misteriosos, relatos de misterio, criaturas legendarias"
3hLMK1FAlxI,3248183,"""El Verdadero PADRE NUESTRO En Arameo: ¡La Oración Secreta De JESÚS Revelada!"" 🙏📜",Padre Nuestro en arameo: no es la oración que te enseñaron,Padre Nuestro en arameo: la oración original que el mundo olvidó,Padre Nuestro en arameo completo: así sonaba en la lengua de Jesús,"El Padre Nuestro en arameo no comienza con las palabras que te enseñaron. En la lengua que hablaba Jesús, la oración abre llamando a Dios ""respiración de la vida, fuente del sonido, creador del cosmos"".

Esta versión, una lectura mística que circula del arameo, transforma cada frase que creías conocer. Donde el rezo tradicional pide el pan de cada día, aquí se pide sentir el alma de la tierra y la sabiduría que existe en todo. Donde se habla de tentación, la oración original pide no caer en la superficialidad y la apariencia de las cosas del mundo, y ser librados de todo aquello que impide nuestro crecimiento.

Escucha completa la oración de Jesús como pudo sonar en su propia lengua y compárala con la que rezas desde niño. La diferencia te va a sorprender.

Suscríbete a El DoQmentalista para más misterios de la Biblia y documentales en español.

#PadreNuestro #Arameo #OracionDeJesus","el doqmentalista, documentales de misterio en español, padre nuestro en arameo, oración de jesús, padre nuestro original, oración en arameo, traducción del arameo, respiración de la vida, lengua de jesús, arameo, misterios de la biblia, secretos de la biblia, oraciones poderosas, oraciones en español, cristianismo, espiritualidad, evangelios, historia de la biblia"
BG39AH29Xkk,2951912,"El Ascenso de Enoch, El Humano Que Se Volvió Ángel",Enoc Nunca Murió: Lo Que Dios Hizo Con Él Aterró a los Ángeles,El Libro Prohibido del Ángel Raziel Que Transformó a un Humano,Metatrón: La Historia Completa del Único Humano Vuelto Ángel,"Enoc nunca murió. La Biblia solo dice que caminó con Dios y desapareció, porque Dios se lo llevó. Génesis 5:24 guarda uno de los misterios más profundos de toda la Escritura, y la respuesta no está en la Biblia, sino en un libro que casi nadie ha leído.

Ese libro es el Sefer Raziel, el libro del ángel Raziel, cuyo nombre significa el secreto de Dios. Según la tradición rabínica, contenía todo el conocimiento material y espiritual de la creación, y fue entregado a Adán en el Edén. Los ángeles, celosos de que un humano poseyera esa sabiduría, se lo robaron y lo arrojaron al mar, hasta que Dios ordenó recuperarlo y Adán lo escondió en una cueva que el mundo olvidó. Siglos después, un sueño enviado por Dios le reveló a Enoc dónde estaba. Pero Enoc hizo algo que Adán jamás logró: no solo leyó el libro, lo memorizó por completo. Se convirtió en el libro. Y esa sabiduría interiorizada lo transformó, sacándolo del plano terrenal y llevándolo en cuerpo y mente al cielo.

En este documental exploramos la ascensión de Enoc y su conversión en el ángel Metatrón, según un texto del siglo tercero sobre el rabino Ismael y bajo la guía de los arcángeles Miguel y Gabriel. Una transformación violenta donde su carne se volvió llamas, sus ojos chispas ardientes, y recibió 72 alas por los 72 nombres hebreos de Dios y 365 mil ojos para verlo todo. Dios le dio un trono y lo puso a reinar sobre todos los príncipes del cielo, mientras los ángeles sentían miedo de que un humano gobernara sobre ellos. También revisamos lo que dice el Zohar, el texto central de la mística judía compilado por Moisés de León, y por qué la cábala ve en Enoc la promesa de que la humanidad puede recuperar su potencial divino original.

Si te apasionan los misterios de la Biblia, los textos apócrifos y los secretos del mundo angélico, este es tu lugar. Suscríbete a El DoQmentalista para más documentales de misterio en español.

#Enoc #Metatron #MisteriosBiblicos","el doqmentalista, documentales de misterio en español, enoc, metatron, libro de raziel, sefer raziel, genesis 5 24, enoc y metatron, angel metatron, zohar, cabala judia, arcangel miguel, textos apocrifos, misterios de la biblia, angeles en la biblia, mistica judia, secretos del vaticano, documental biblico, humanos que se volvieron angeles, misterios sin resolver"
tDEgeNDUUBw,2818207,LEVIATÁN: El Monstruo Marino Más Temido De La Biblia Que Aún Aterroriza Al Mundo,LEVIATÁN: La Verdad Sobre el Monstruo Más Temido de la Biblia,LEVIATÁN: El Monstruo del Que Habla el Libro Prohibido de Enoc,LEVIATÁN: Hallaron en Perú los Restos de un Monstruo Marino Real,"El Leviatán es el monstruo marino más temido de la Biblia, y su historia es mucho más antigua y perturbadora de lo que la mayoría imagina. No es solo una bestia: los textos sagrados lo describen como una criatura creada por Dios en el quinto día de la creación, tan poderosa que su destino final está escrito desde el principio.

En este documental recorremos las fuentes originales. El Talmud afirma que Dios dedica las últimas tres horas de cada día a jugar con el Leviatán, y que al final de los tiempos su carne será servida en el banquete de los justos, mientras su piel cubrirá los pabellones donde celebrarán. El libro apócrifo de Enoc va más lejos: habla de dos monstruos separados, una hembra llamada Leviatán que mora en el abismo de las aguas y un macho llamado Behemot que ocupa un desierto inmenso. Rastreamos además sus raíces más profundas, desde la leyenda cananea del dios Hadad contra un monstruo marino de siete cabezas hasta la épica babilónica donde Marduk destruye a Tiamat, la diosa del caos, para formar los cielos y la tierra.

La sombra del Leviatán no terminó en la antigüedad. En la demonología medieval se le consideró un demonio acuático casi imposible de exorcizar; Santo Tomás de Aquino lo señaló como el demonio de la envidia, y en el ocultismo figura entre los cuatro príncipes del infierno junto a Satán y Belial. Los marineros de la edad de oro de la navegación juraban ver serpientes gigantes que devoraban naves enteras, Thomas Hobbes tituló con su nombre su obra sobre el poder del Estado y Herman Melville lo convirtió en Moby Dick. Y en Perú, la ciencia encontró algo inquietante: los restos de un cetáceo carnívoro de hasta 17 metros, con dientes de 30 centímetros, bautizado Leviathan melvillei. El mito, al parecer, tenía algo de carne y hueso.

Si te apasionan los misterios bíblicos y las criaturas que la historia no ha podido enterrar, suscríbete al canal para no perderte los próximos documentales.

#Leviatán #MisteriosBíblicos #MonstruosMarinos","el doqmentalista, documentales de misterio en español, leviatán, monstruo marino de la biblia, leviatán biblia, libro de enoc, behemot, leviathan melvillei, demonología, talmud, marduk y tiamat, misterios bíblicos, monstruos marinos reales, serpiente marina, criptozoología, criaturas mitológicas, mitología antigua, secretos de la biblia"
ylsGI73OeV4,2769805,"¿A dónde fue Jesús después de morir?, El DoQmentalista, Secretos de la Biblia, Dios, Evangelio",Las 72 horas de Jesús después de morir: la historia completa,Jesús no subió al cielo al morir: fue al reino de los muertos,¿A dónde fue Jesús al morir? El pasaje que casi nadie entiende,"¿A dónde fue Jesús después de morir? La Biblia dice que murió, fue sepultado y resucitó al tercer día. Pero entre su muerte y su resurrección pasaron 72 horas de las que casi nadie habla. ¿Dónde estuvo su espíritu durante ese tiempo?

La respuesta se esconde en uno de los pasajes más enigmáticos del Nuevo Testamento. En Primera de Pedro 3:18-19 se afirma que Cristo, muerto en la carne pero vivificado en espíritu, fue y predicó a los espíritus encarcelados. Pedro es el único apóstol que da información específica sobre lo que ocurrió entre la crucifixión y la resurrección, y sus palabras abren un misterio bíblico que los estudiosos siguen debatiendo: esos espíritus no serían seres humanos, sino ángeles caídos relacionados con los días de Noé, antes del diluvio. Y el mensaje que Jesús les anunció no pudo ser de redención, porque según Hebreos 2:16 los ángeles no pueden ser salvados. Todo apunta a una declaración de victoria sobre Satanás y sus huestes.

En este documental analizamos también qué dice realmente Hechos 2:31 cuando afirma que Jesús descendió al Hades. En el griego original, el Hades no es el infierno: es la esfera de la muerte, un lugar temporal donde los muertos esperan la resurrección, mientras que el infierno es el juicio final y permanente según Apocalipsis 20. Además, Efesios 4:8-10 sugiere que Cristo fue al paraíso y llevó al cielo a quienes habían creído antes de su muerte, eso que las escrituras llaman llevar cautiva la cautividad. Lo que sí queda claro, según Hebreos 9:27, es que no se trataba de una segunda oportunidad de salvación: después de la muerte viene el juicio.

El descenso de Jesús al reino de los muertos es uno de los grandes secretos de la Biblia, un episodio del que las escrituras hablan en fragmentos y que quizá solo entenderemos por completo al alcanzar la gloria. Aquí reunimos los versículos, el contexto y las interpretaciones para que tú saques tus propias conclusiones.

Si te apasionan los misterios bíblicos y los enigmas que la historia dejó abiertos, suscríbete al canal de El DoQmentalista y activa la campana para no perderte los próximos documentales.

#SecretosDeLaBiblia #Jesus #MisteriosBiblicos","el doqmentalista, documentales de misterio en español, a donde fue jesus despues de morir, las 72 horas de jesus, jesus en el hades, espiritus encarcelados, descenso a los infiernos, 1 pedro 3 18, angeles caidos, dias de noe, resurreccion de jesus, secretos de la biblia, misterios biblicos, que pasa despues de la muerte, nuevo testamento explicado, enigmas de la biblia, documental biblico, semana santa"
oU1CcNixvUI,2600155,"La Torre De Babel No es Un Mito, Existió, Descubre el Origen de Las Lenguas",Torre de Babel: Las Ruinas Que Prueban Que No Fue un Mito,Torre de Babel: La Verdad del Castigo Que Dividió a la Humanidad,Torre de Babel: La Historia Completa del Origen de las Lenguas,"La Torre de Babel no fue solo un relato del Génesis: bajo las arenas de Babilonia existió una construcción real cuyas ruinas todavía guardan el secreto del origen de las lenguas.

Los babilonios la llamaban Etemenanki, ""la mansión de lo alto entre el cielo y la tierra"". Era un zigurat de siete pisos y unos 91 metros de altura, coronado por un templo dedicado a Marduk, el gran dios de Babilonia. Una inscripción de los tiempos de Nabopolasar, fundador de la dinastía caldea, ordena colocar sus bases hasta el mundo subterráneo y elevar su cúspide hasta el cielo, y en la época de Nabucodonosor II la cima fue decorada con ladrillos esmaltados de azul brillante para que el edificio pareciera perderse en el infinito. Heródoto, que pasó por Babilonia en el siglo quinto antes de nuestra era, describió su planta cuadrangular, su gran muralla y la escalera en espiral que subía hasta el santuario azul de la cumbre.

El capítulo 11 del Génesis cuenta que los hombres, unidos por una sola lengua, quisieron levantar una torre que alcanzara el cielo, y que Dios confundió su idioma y los dispersó por toda la faz de la tierra. Este documental recorre ese relato del Antiguo Testamento junto a la figura de Nimrod, el poderoso cazador señalado como gestor de la empresa, y sigue el destino del monumento: los daños tras la rebelión contra el dominio persa, el intento fallido de Alejandro Magno por restaurarla en el año 331, y su lenta conversión en cantera hasta quedar oculta bajo los escombros durante siglos.

Pero lo más inquietante es que la confusión de lenguas no aparece solo en la Biblia. Los antiguos toltecas hablaban de una gran torre levantada después del diluvio, los ticunas del Amazonas recordaban una tribu que dejó de entenderse, y el antropólogo James George Frazer documentó leyendas casi idénticas en el Congo y Tanzania. Demasiadas culturas contando la misma historia para que sea casualidad.

Si te apasionan los misterios de la Biblia y las civilizaciones antiguas, suscríbete a El DoQmentalista para más documentales de misterio en español.

#TorreDeBabel #Babilonia #MisteriosBiblicos","el doqmentalista, documentales de misterio en espanol, torre de babel, origen de las lenguas, etemenanki, zigurat de babilonia, nabucodonosor, genesis 11, marduk, nimrod, babilonia antigua, arqueologia biblica, misterios de la biblia, antiguo testamento, mesopotamia, confusion de lenguas, mitos antiguos, enigmas historicos"
AKmUJYAInaY,2581453,"""La Verdad Que La Iglesia Oculta: ¡Los Humanos Somos Dioses!""",Rollos del Mar Muerto: los textos prohibidos que borraron de la Biblia,Noé descendía de ángeles: el secreto oculto en los Rollos del Mar Muerto,Sois dioses: el versículo olvidado que Jesús mismo citó,"Los Rollos del Mar Muerto guardan los textos que fueron eliminados de la Biblia, y lo que revelan sobre el origen de la humanidad es tan inquietante que permaneció enterrado casi dos mil años.

En 1946, un niño beduino que buscaba ovejas perdidas encontró jarras de arcilla en las cuevas de Qumrán, a poco más de un kilómetro del Mar Muerto, en Cisjordania. Dentro estaba la biblioteca de los esenios, un grupo de judíos conservadores que vivía en el desierto esperando al Mesías y con quienes pudo haber estudiado el propio Juan el Bautista. Cuando Tito y las legiones romanas quemaron Jerusalén en el año 70, los esenios aceptaron el martirio, pero antes escondieron sus pergaminos en las montañas. Al comparar esos manuscritos del Mar Muerto con las traducciones modernas, los estudiosos confirmaron algo notable: el Antiguo Testamento que leemos hoy es sorprendentemente fiel a las copias antiguas. El verdadero misterio estaba en otra parte.

Entre los pergaminos aparecieron textos apócrifos que los redactores de la Biblia hebrea conocían y decidieron desechar. Uno de ellos cuenta que Lamec acusó a su esposa de haber tenido un romance con un vigilante, un ángel, porque su hijo se parecía a un nefilim, uno de esos gigantes nacidos de la unión entre los hijos de Dios y las hijas de los hombres que provocó el diluvio. Ese niño era nada menos que Noé. Y si Noé, el padre ancestral de toda la humanidad tras el diluvio, descendía de ángeles caídos, la pregunta sobre lo que realmente somos queda abierta. La propia Biblia deja ecos de esos libros prohibidos: el Salmo 82 declara ""sois dioses"", un versículo que Jesús cita en el Evangelio de Juan y que resuena en Hebreos y Judas.

Este documental recorre lo que el concilio de Jamnia decidió conservar, lo que mandó destruir y lo que sobrevivió escondido en el desierto para que nosotros pudiéramos leerlo.

Si te apasionan los misterios de la Biblia y la historia que no se cuenta en los templos, suscríbete a El DoQmentalista y activa la campana para no perderte los próximos documentales.

#RollosDelMarMuerto #Nefilim #MisteriosDeLaBiblia","el doqmentalista, documentales de misterio en espanol, rollos del mar muerto, manuscritos del mar muerto, nefilim, esenios, cuevas de qumran, salmo 82 sois dioses, textos prohibidos de la biblia, libros apocrifos, angeles caidos, noe y el diluvio, concilio de jamnia, juan el bautista, misterios de la biblia, secretos de la biblia, historia biblica, enigmas sin resolver, documental biblico, gigantes en la biblia"
qrzXNEifE4Q,2552145,Los DEMONIOS Más Poderosos Y Temidos De La Biblia Y Del Mundo: ¡Seres De Oscuridad!,Demonios de la Biblia: Lucifer nunca fue el nombre del diablo,Nefilim: los gigantes de la Biblia que el mundo olvidó temer,Demonios más temidos del mundo: la historia completa de su origen,"Los demonios de la Biblia y de las religiones del mundo tienen nombres, orígenes y poderes que muy pocos conocen, y uno de ellos ni siquiera es el que siempre nos contaron.

Este documental recorre las entidades más temidas de las grandes creencias. El Dibbuk, nacido del folklore judío en Israel con registros desde el siglo dieciséis, es un alma errante que se adhiere al cuerpo de los vivos cuando un problema emocional abre una rendija entre lo corpóreo y lo etéreo; su exorcismo exige un rabino experto en la Cábala, diez personas formando un círculo santo, el Salmo 91 recitado tres veces y el sonido del shofar. Los Nefilim, la raza de gigantes mencionada en la Torá y en el Libro de Enoc, practicaban el canibalismo y fueron una de las razones principales del gran diluvio en tiempos de Noé. En oriente, los Preta o espíritus hambrientos del budismo y el hinduismo padecen un hambre insaciable como castigo kármico por su avaricia, mientras los Rakshasas del Ramayana, felinos humanoides surgidos de los pies del dios Brahma, profanan tumbas, devoran hombres y solo caen ante el agua bendita.

El islam habla de los Jinn, seres creados del humo y del fuego según el Corán, con libre albedrío como los humanos, capaces de tomar la forma de un perro negro o de un torbellino y de cruzar a nuestra dimensión a través de portales. En el Apocalipsis aparece Abaddón, el ángel exterminador del abismo sin fondo, jefe de los demonios de la séptima jerarquía y señor de un ejército de langostas con rostro humano y aguijón de escorpión. Y cerramos con Lucifer, cuyo nombre significa portador de luz: la Biblia jamás llama así al diablo, y el pasaje de Isaías 14:12 esconde una historia muy distinta a la que la tradición repitió durante siglos.

Un recorrido documentado por el ocultismo, las posesiones demoniacas y los seres de oscuridad que las religiones han temido durante milenios.

Si te apasionan los documentales de misterio en español, suscríbete a El DoQmentalista y activa la campana para no perderte los próximos episodios.

#Demonios #Misterio #Ocultismo","el doqmentalista, documentales de misterio en español, demonios de la biblia, demonios mas temidos, nefilim, dibbuk, abaddon, lucifer angel caido, jinn, rakshasas, espiritus hambrientos, libro de enoc, angel del abismo, posesiones demoniacas, exorcismo, ocultismo, paranormal, misterios biblicos, seres de oscuridad"
